 ,Issuer,Cum,QDI,Sector,"Fix/
Float",Type,Ticker,Coupon  Percent,Current Price,Change,Current Yield,Ann Yield to Worst ,IG,S&P Rating,Moody Rating,Quarterly Int / Div,1st Call,Maturity Date,Pay Dates,,All
,Enbridge Inc Reset Preferred,Yes,Yes,Energy,FRR,Trad,EBBNF,4.959%,$24.36,$0.22,Float,Float,Y,BBB-,NR,Float,9/1/2022,NONE,"1st 3,6,9,12",-3.36,All
,Energy Transfer,Yes,No,MLP,Fix-Float,Trad,ET-D,7.625%,Redeem,Redeem,Redeem,Redeem,N,BB+,Ba2,Float,8/15/2023,NONE,"15th 2,5,8,11",-2.41,All
,Energy Transfer,Yes,No,MLP,Fix-Float,Trad,ET-C,7.375%,Redeem,Redeem,Redeem,Redeem,N,BB+,Ba2,Float,5/15/2023,NONE,"15th 2,5,8,11",-2.66,All
,Energy Transfer ,Yes,No,MLP,Fix-Float,Trad,ET-E,7.600%,Redeem,Redeem,Redeem,Redeem,N,BB+,Ba2,Float,5/15/2024,NONE,"15th 2,5,8,11",-1.65,All
,Enstar Group,No,Yes,Insurance,Fix,Trad,ESGOF,7.000%,No Quote,#N/A,#VALUE!,#VALUE!,N,BB+,NR,$0.44,3/1/2024,NONE,"1st 3,6,9,12",-1.86,All
,Enstar Group,No,Yes,Insurance,Fix-Float,Trad,ESGRF,7.000%,$20.75,#N/A,8.43%,14.86%,N,BB+,NR,$0.44,9/1/2028,NONE,"1st 3,6,9,12",2.65,All
,Entergy Arkansas  ,No,No,Ute,Fix,BB,EAI,4.875%,$21.09,$0.10,5.78%,15.64%,Y,A,A2,$0.31,9/1/2021,9/1/2066,"1st 3,6,9,12",-4.36,All
,Entergy Louisiana,No,No,Ute,Fix,BB,ELC,4.875%,$20.62,-$0.03,5.92%,17.52%,Y,A,A2,$0.31,9/1/2021,9/1/2066,"1st 3,6,9,12",-4.36,All
,Entergy Mississippi,No,No,Ute,Fix,BB,EMP,4.900%,$20.77,$0.00,5.89%,16.92%,Y,A,A3,$0.31,10/1/2021,10/1/2066,"1st 1,4,7,10",-4.28,All
,Entergy New Orleans   ,No,No,Ute,Fix,BB,ENJ,5.000%,$20.97,$0.00,5.91%,16.12%,Y,A-,A2,$0.31,12/1/2017,12/1/2052,"1st 3,6,9,12",-8.11,All
,Entergy New Orleans   ,No,No,Ute,Fix,BB,ENO,5.450%,$22.34,$0.13,6.09%,10.64%,Y,A-,Baa2,$0.34,4/1/2021,4/1/2066,"1st 1,4,7,10",-4.78,All
,Entergy Texas ,Yes,Yes,Ute,Fix,Trad,ETI-,5.375%,$23.50,$0.25,5.72%,0.86%,Y,BBB-,Ba2,$0.34,10/15/2024,NONE,"15th 1,4,7,10",-1.24,All
,Enterprise Financial,No,Yes,Bank,Fix,Trad,EFSCP,5.000%,$20.89,$0.03,5.94%,23.58%,N,NR,NR,$0.31,12/15/2026,None,"15th 3,6,9,12",0.93,All
,EPR Properties,Yes,No,eREIT,Fix,Trad,EPR-G,5.750%,$20.88,$0.06,6.88%,16.48%,N,NR,B+,$0.36,11/30/2022,None,"15th 1,4,7,10",-3.11,All
,EPR Properties,Yes,No,eREIT,Fix,Convert,EPR-C,5.750%,$23.43,$0.20,6.14%,6.28%,N,NR,B+,$0.36,1/15/2012,None,"15th 1,4,7,10",,All
,EPR Properties,Yes,No,eREIT,Fix,Convert,EPR-E,9.000%,$30.96,$0.01,7.27%,-23.84%,N,NR,B+,$0.56,4/20/2013,None,"15th 1,4,7,10", ,All
,Equitable Holdings,No,Yes,Insurance,Fix,Trad,EQH-A,5.250%,$20.72,-$0.01,6.37%,17.12%, ,BBB-,Ba1,$0.33,12/1/2024,NONE,"15th 3,6,9,12",-1.11,All
,Equitable Holdings,No,Yes,Insurance,Fix,Trad,EQH-C,4.300%,$16.58,-$0.01,6.51%,195.64%,Y,BBB-,Ba1,$0.27,3/15/2026,NONE,"15th 3,6,9,12",0.18,All
,Equity Commonwealth,Yes,No,eREIT,Fix,Covert,EQC-D,6.500%,Redeem,Redeem,Redeem,Redeem,N,NR,NR,$0.41,11/20/2011,NONE,"15th 2,5,8,11",-14.15,All
,F & G Annuities and Life,No,No,Insurance,Fix,BB,FGN,7.950%,$25.60,$0.01,7.77%,6.95%,Y,BBB-,Baa3,$0.50,12/15/2028,12/15/2053,"15th 3,6,9,12",2.93,All
,F & G Annuities and Life,No,No,Insurance,Fix,BB,FGSN,7.300%,$22.24,-$0.02,8.20%,,N,BB,Ba1,$0.46,1/15/2030,1/15/2065,"1st 1,4,7,10",4.02,All
,FAT Brands,Yes,Yes,Other,Fix,Trad,FATBP,8.250%,$0.95,$0.08,217.26%,18.88%,N,NR,NR,$0.17,7/16/2025,NONE,LD Month,-0.48,All
,Federal Agricultural Mortgage,No,Yes,Finance,Fix,Trad,AGM-D,5.700%,$21.09,$0.16,6.76%,-3.80%,N,NR,NR,$0.36,7/17/2024,NONE,"17th 1,4,7,10",-1.48,All
,Federal Agricultural Mortgage,No,Yes,Finance,Fix,Trad,AGM-E,5.750%,$21.39,$0.12,6.72%,-23.23%,N,NR,NR,$0.36,7/17/2025,NONE,"17th 1,4,7,10",-0.48,All
,Federal Agricultural Mortgage,No,Yes,Finance,Fix,Trad,AGM-F,5.250%,$19.38,-$0.04,6.81%,-90.87%,N,NR,NR,$0.33,10/17/2025,NONE,"17th 1,4,7,10",-0.23,All
,Federal Agricultural Mortgage,No,Yes,Finance,Fix,Trad,AGM-G,4.875%,$18.08,$0.01,6.64%,60.09%,N,NR,NR,$0.30,7/17/2026,NONE,"17th 1,4,7,10",0.52,All
,Federal Agricultural Mortgage,No,Yes,Finance,Fix-Float,Trad,AGM-C,6.000%,Redeem,Redeem,Redeem,Redeem,N,NR,NR,$0.38,7/18/2024,NONE,"17th 1,4,7,10",-1.48,All
,Federal Realty Investment Trust,Yes,No,eREIT,Fix,Trad,FRT-C,5.000%,$20.00,-$0.05,6.25%,20.00%,Y,BBB,Baa1,$0.31,9/29/2022,NONE,"15th 1,4,7,10",-3.28,All
,Fifth Third Bancorp,No,Yes,Bank,Fix,Trad,FITBI,6.625%,$25.71,$0.10,6.44%,7.84%,Y,BB+,Baa3,$0.41,12/31/2023,NONE,"LD 3,6,9,12",-2.03,All
,Fifth Third Bancorp,No,Yes,Bank,Fix,Trad,FITBP,6.000%,$24.49,-$0.01,6.12%,2.04%,Y,BB+,Baa3,$0.38,11/25/2022,NONE,"25th 2,5,8,11",-3.13,All
,Fifth Third Bancorp,No,Yes,Bank,Fix,Trad,FITBO,4.950%,$19.65,$0.00,6.29%,-10.47%,Y,BB+,Baa3,$0.31,09/30/2024,NONE,"LD 3,6,9,12",-1.28,All
,First Busey,No,Yes,Bank,Fix,Trad,BUSEP,8.250%,$26.14,$0.09,7.89%,,N,NR,NR,$0.52,6/1/2030,NONE,"1st 3,6,9,12",,All
,First Citizens BancShares,No,Yes,Bank,Fix,Trad,FCNCP,5.375%,$20.47,$0.03,6.64%,-15.40%,N,BB,Ba1,$0.34,3/15/2025,NONE,"15th 3,6,9,12",-0.82,All
,First Citizens BancShares,No,Yes,Bank,Fix,Trad,FCNCO,5.625%,$21.47,-$0.01,6.33%,-6.88%,N,BB,Ba1,$0.34,12/15/2024,NONE,"15th 3,6,9,12",-1.07,All
,First Eagle Alternative (Cresent),No,No,BDC,Fix,BB,FCRX,5.000%,$25.00,$0.02,5.00%,5.00%,N,NR,NR,$0.31,5/25/2023,5/25/2026,"30th 3,6,9,12",-2.63,All
,First Guaranty Bancshares,No,Yes,Bank,Fix,Trad,FGBIP,6.750%,$16.84,-$0.08,10.02%,125.69%,N,NR,NR,$0.42,4/22/2026,NONE,"1st 3,6,9,12",0.28,All
,First Horizon National,No,Yes,Bank,Fix,Trad,FHN-F,4.700%,$17.78,-$0.01,6.57%,64.49%,N,BB-,Ba2,$0.29,7/10/2026,NONE,"10th 1,4,7,10",0.50,All
,First Horizon National,No,Yes,Bank,Fix ,Trad,FHN-E,6.500%,$24.33,-$0.05,6.74%,-4.01%,N,BB-,Ba2,$0.41,10/10/2025,NONE,"10th 1,4,7,10",-0.25,All
,First Horizon National,No,Yes,Bank,Fix-Float,Trad,FHN-C,6.600%,$25.38,$0.00,6.50%,1.55%,N,BB-,Ba2,$0.41,5/1/2026,NONE,"1st 2,5,8,11",0.31,All
,First Horizon National - Semi,No,Yes,Bank,Fix-Float,Trad,FHN-D,6.100%,Redeem,Redeem,Redeem,Redeem,N,BB-,Ba2,$0.76,5/1/2024,NONE,1st 5 and 11,-1.69,All
,First Horizon National - Semi,No,Yes,Bank,Fix-Float,Trad,FHN-B,6.625%,Redeem,Redeem,Redeem,#VALUE!,N,BB-,Ba2,$0.83,8/1/2025,NONE,1st 2 and 8,-0.44,All
,First Internet Bancorp,No,No,Bank,Fix-Float,BB,INBKZ,6.000%,$24.82,$0.07,Float,Float,N,NR,NR,Float,6/30/2024,6/30/2029,"30th 3,6,9,12",-1.53,All
,First Merchant,No,Yes,Bank,Fix,Trad,FRMEP,7.500%,$25.60,-$0.24,7.32%,13.28%,N,NR,NR,$0.47,8/15/2025,NONE,"15th 2,5,8,11",-0.40,All
,Flagstar (NYCB),No,Yes,Bank,Fix,Trad,FLG-A,6.375%,$22.42,$0.02,7.11%,14.30%,N,B+,Ba1,$0.40,6/17/2027,NONE,"17th 3,6,9,12",1.44,All
,FNB Corporation,No,Yes,Bank,Fix-Float,Trad,FNB-E,7.250%,Redeem,Redeem,Redeem,Redeem,N,NR,Ba2,Float,2/15/2024,NONE,"15th 2,5,8,11",-1.90,All
,Ford Motor,No,No,Other,Fix,BB,F-B,6.200%,$21.61,$0.00,7.22%,-1.21%,N,BB+,NR,$0.39,6/1/2024,6/1/2059,"1st 3,6,9,12",-1.61,All
,Ford Motor,No,No,Other,Fix,BB,F-C,6.000%,$21.23,$0.05,7.16%,15.08%,N,BB+,NR,$0.38,12/1/2024,12/1/2059,"1st 3,6,9,12",-1.11,All
,Ford Motor,No,No,Other,Fix,BB,F-D,6.500%,$22.81,$0.10,7.19%,12.67%,N,BB+,NR,$0.41,8/15/2027,8/15/2062,"15th 2,5,8,11",1.60,All
,Fortress Biotech,Yes,Yes,Other,Fix,Trad,FBIOP,9.375%,$10.27,$0.17,Susp,Susp,N,NR,NR,Susp,12/15/2022,NONE,LD Month,-3.07,All
,Fossil Group,No,No,Other,Fix,BB,FOSLL,7.000%,Exc/Can,Exc/Can,Exc/Can,#VALUE!,N,NR,NR,$0.44,11/30/2023,11/30/2026,"LD 2,5,8,11",-2.11,All
,Franklin Benefit Street,Yes,No,mREIT,Fix,Trad,FBRT-E,7.500%,$21.68,$0.36,8.65%,13.28%,N,NR,NR,$0.47,5/13/2018,NONE,"15th 1,4,7,10",-7.67,All
,FTAI Aviation ,Yes,No,Other,Fix-Float,Trad,FTAIP,8.250%,Redeem,Redeem,Redeem,Redeem,N,NR,NR,Float,9/15/2024,NONE,"15th 3,6,9,12",-1.32,All
,FTAI Aviation ,Yes,No,Other,Fix-Float,Trad,FTAIO,8.000%,Redeem,Redeem,Redeem,Float,N,NR,NR,Float,12/15/2024,NONE,"15th 3,6,9,12",-1.07,All
,FTAI Aviation ,Yes,No,Other,FRR,Trad,FTAIN,8.250%,$25.47,$0.05,8.17%,3.80%,N,NR,NR,$0.52,6/15/2026,NONE,"15th 3,6,9,12",0.43,All
,FTAI Aviation ,Yes,No,Other,FRR,Trad,FTAIM,9.500%,$27.10,$0.02,8.71%,5.26%,N,NR,NR,$0.59,6/15/2028,NONE,"15th 3,6,9,12",2.43,All
,Fulton Financial,No,Yes,Bank,Fix,Trad,FULTP,5.125%,$18.45,-$0.11,6.94%,1600.77%,N,NR,Ba1,$0.32,1/15/2026,NONE,"15th 1,4,7,10",0.02,All
,Fundamental Global,Yes,Yes,Insurance,Fix,Trad,FGNXP,8.000%,$24.00,$0.05,8.33%,4.00%,N,NR,NR,$0.50,2/28/2023,NONE,"15th 3,6,9,12",-2.87,All
,Gabelli Div and Income Fund,Yes,Var,CEF,Fix,Trad,GDV-H,5.375%,$22.73,$0.08,5.91%,0.21%,Y,NR,Aa3,$0.34,6/7/2024,NONE,"26th 3,6,9,12",-1.59,All
,Gabelli Div and Income Fund,Yes,Var,CEF,Fix,Trad,GDV-K,4.250%,$18.29,$0.08,5.90%,42.05%,Y,NR,Aa3,$0.27,10/7/2026,NONE,"26th 3,6,9,12",0.74,All
,Gabelli Equity Trust,Yes,Var,CEF,Fix,Trad,GAB-H,5.000%,$20.87,$0.01,5.99%,16.52%,Y,NR,A1,$0.31,9/28/2017,NONE,"26th 3,6,9,12",-8.29,All
,Gabelli Equity Trust,Yes,Var,CEF,Fix,Trad,GAB-G,5.000%,$20.85,$0.05,6.00%,16.60%,Y,NR,A1,$0.31,8/1/2017,NONE,"26th 3,6,9,12",-8.45,All
,Gabelli Equity Trust,Yes,Var,CEF,Fix,Trad,GAB-K,5.000%,$21.03,$0.09,5.94%,15.88%,Y,NR,A1,$0.31,12/16/2024,NONE,"26th 3,6,9,12",-1.07,All
,Gabelli Global Multimedia,Yes,Var,CEF,Fix,Trad,GGT-E,5.125%,$21.37,$0.08,6.00%,14.52%,Y,NR,A2,$0.32,9/26/2022,NONE,"26th 3,6,9,12",-3.29,All
,Gabelli Global Multimedia,Yes,Var,CEF,Fix,Trad,GGT-G,5.125%,$21.28,$0.00,6.02%,14.88%,Y,NR,A2,$0.32,12/20/2024,NONE,"26th 3,6,9,12",-1.05,All
,Gabelli Multimedia Trust,Yes,Var,CEF,Fix,Trad,GGT-E,5.125%,$21.37,$0.08,6.00%,14.52%,Y,NR,A2,$0.32,9/26/2022,NONE,"26th 3,6,9,12",-3.29,All
,Gabelli Utility Trust ,Yes,Var,CEF,Fix,Trad,GUT-C,5.375%,$22.38,-$0.01,6.00%,10.48%,Y,NR,A1,$0.34,5/31/2021,NONE,"26th 3,6,9,12",-4.61,All
,GAMCO Global Gold Nat Res,Yes,Var,CEF,Fix,Trad,GGN-B,5.000%,$20.85,$0.02,6.00%,16.60%,Y,NR,A2,$0.31,5/7/2018,NONE,"26th 3,6,9,12",-7.68,All
,GAMCO Natural Resources,Yes,Var,CEF,Fix,Trad,GNT-A,5.200%,$21.31,$0.15,6.10%,14.76%,Y,NR,A2,$0.33,10/26/2022,NONE,"26th 3,6,9,12",-3.21,All
,GasLog LTD,Yes,Yes,Shipping,Fix,Trad,GLOG-A,8.750%,Redeem,Redeem,Redeem,Redeem,N,NR,NR,$0.55,4/7/2020,NONE,"1st 1,4,7,10",-5.76,All
,GasLog Partners,Yes,Yes,Shipping,Fix-Float,Trad,GLOP-A,8.625%,$25.82,-$0.13,8.35%,6.06%,N,NR,NR,$0.54,6/15/2027,NONE,"15th 3,6,9,12",1.43,All
,GasLog Partners,Yes,Yes,Shipping,Fix-Float,Trad,GLOP-C,8.500%,$25.42,-$0.07,Float,Float,N,NR,NR,Float,3/15/2024,NONE,"15th 3,6,9,12",-1.82,All
,GasLog Partners,Yes,Yes,Shipping,Fix-Float,Trad,GLOP-B,8.200%,$25.79,$0.01,Float,Float,N,NR,NR,Float,3/15/2023,NONE,"15th 3,6,9,12",-2.82,All
,General American Investors,Yes,No,CEF,Fix,Trad,GAM-B,5.950%,$25.09,$0.01,5.93%,-0.36%,N,NR,NR,$0.37,9/24/2008,NONE,"24th 3,6,9,12",-17.30,All
,Georgia Power,No,No,Ute,Fix,BB,GPJA,5.000%,$22.73,-$0.03,5.50%,9.08%,Y,BBB,Baa1,$0.31,10/1/2022,10/1/2077,"1st 1,4,7,10",-3.28,All
,Gladstone Capital,No,No,BDC,Fix,BB,GLADZ,7.750%,Redeem,Redeem,Redeem,#VALUE!,N,NR,NR,$0.48,9/1/2025,9/1/2028,"1st 3,6,9,12",-0.36,All
,Gladstone Commercial,Yes,No,eREIT,Fix,Trad,GOODN,6.625%,$22.71,$0.08,7.29%,0.06%,N,NR,NR,$0.14,10/4/2024,NONE,LD Month,-1.27,All
,Gladstone Commercial,Yes,No,eREIT,Fix,Trad,GOODO,6.625%,$20.70,$0.09,7.54%,44.47%,N,NR,NR,$0.13,6/28/2026,NONE,LD Month,0.47,All
,Gladstone investment Corp,No,No,BDC,Fix,BB,GAINN,5.000%,$25.15,-$0.08,4.97%,-0.60%,N,NR,NR,$0.31,5/1/2023,5/1/2026,"1st 2,5,8,11",-2.70,All
,Gladstone investment Corp,No,No,BDC,Fix,BB,GAINZ,4.875%,$24.05,$0.21,4.99%,3.80%,N,NR,NR,$0.30,11/1/2023,11/1/2028,"1st 2,5,8,11",-2.19,All
,Gladstone investment Corp,No,No,BDC,Fix,BB,GAINL,Redeem,Redeem,Redeem,Redeem,#VALUE!,N,NR,NR,#VALUE!,8/1/2025,8/1/2028,"1st 2,5,8,11",-0.44,All
,Gladstone investment Corp,No,No,BDC,Fix,BB,GAINI,7.875%,$25.81,$0.07,7.59%,4.55%,N,NR,NR,$0.49,2/1/2027,2/1/2030,"1st 2,5,8,11",1.06,All
,Gladstone Land,Yes,Var,eREIT,Fix,Trad,LANDO,6.000%,$19.41,$0.22,7.73%,22.36%,N,NR,NR,$0.13,6/1/2022,NONE,LD Month,-3.61,All
,Gladstone Land,Yes,Var,eREIT,Fix,Term,LANDM,5.000%,$25.02,$0.00,5.00%,-0.08%,N,NR,NR,$0.10,1/31/2023,1/31/2026,LD Month,-2.94,All
,Gladstone Land,Yes,Var,eREIT,Fix,Trad,LANDP,6.000%,$19.35,$0.08,7.75%,-6.30%,N,NR,NR,$0.13,6/1/2024,NONE,5th Month,-1.61,All
,Global Medical REIT,Yes,No,eREIT,Fix,Trad,GMRE-A,7.500%,$24.38,$0.25,7.71%,2.48%,N,NR,NR,$0.47,9/15/2022,NONE,"LD 1,4,7,10",-3.32,All
,Global Medical REIT,Yes,No,eREIT,Fix,Trade,GMRE-B,8.000%,$25.30,-$0.07,7.91%,-1.20%,N,NR,0.50%,$0.50,11/20/2030,NONE,"LD 1,4,7,10",,All
,Global Net Lease,Yes,No,eREIT,Fix,Trad,GNL-A,7.250%,$22.95,-$0.01,7.90%,8.20%,N,NR,NR,$0.45,9/12/2022,NONE,"15th 1,4,7,10",-3.33,All
,Global Net Lease,Yes,No,eREIT,Fix,Trad,GNL-B,6.875%,$22.43,$0.40,7.66%,10.28%,N,NR,NR,$0.43,11/26/2024,NONE,"15th 1,4,7,10",-1.12,All
,Global Net Lease (Necessity),Yes,No,eREIT,Fix,Trad,GNL-D,7.500%,$24.57,-$0.02,7.63%,6.67%,N,NR,NR,$0.47,3/26/2024,NONE,"15th 1,4,7,10",-1.79,All
,Global Net Lease (Necessity),Yes,No,eREIT,Fix,Trad,GNL-E,7.375%,$23.48,$0.00,7.85%,-93.02%,N,NR,NR,$0.46,12/18/2025,NONE,"15th 1,4,7,10",-0.06,All
,Global Partners,Yes,No,MLP,Fix,Trad,GLP-B,9.500%,$25.83,$0.05,9.14%,-0.48%,N,NR,NR,$0.59,5/15/2026,NONE,"15th 2,5,8,11",0.35,All
,Global Partners,Yes,No,MLP,Fix-Float,Trad,GLP-A,9.750%,Redeem,Redeem,Redeem,Redeem,N,NR,NR,Float,8/15/2023,NONE,"15th 2,5,8,11",-2.41,All
,Global Ship Lease,Yes,Yes,Shipping,Fix,Trad,GSL-B,8.750%,$26.33,$0.04,8.31%,-5.32%,N,NR,NR,$0.55,8/20/2019,NONE,"1st 1,4,7,10",-6.39,All
,Globe Life,No,No,Insurance,Fix,BB,GL-D,4.250%,$16.74,$0.04,6.36%,82.20%,Y,BBB+,Baa2,$0.27,6/17/2026,6/17/2061,"15th 3,6,9,12",0.44,All
,Golar LNG Partners,Yes,Yes,Shipping,Fix,Trad,GMLPF,8.750%,$0.20,$0.05,Susp,99.20%,N,NR,NR,$0.55,10/31/2022,NONE,"15th 2,5,8,11",-3.19,All
,Goldman Sachs Group,No,Yes,Finance,Fix-Float,Trad,GS-K,6.375%,Redeem,Redeem,Redeem,Redeem,N,BB,Ba1,$0.40,5/10/2024,NONE,"10th 2,5,8,11",-1.67,All
,Goldman Sachs Group,No,Yes,Finance,Fix-Float,Trad,GS-J,5.500%,Redeem,Redeem,Redeem,Redeem,N,BB,Ba1,$0.34,5/10/2023,NONE,"10th 2,5,8,11",-2.67,All
,Goldman Sachs Group,No,Yes,Finance,FLR,Trad,GS-C,4.000%,$20.26,-$0.09,Float,Float,N,BB,Ba1,Float,5/24/2011,NONE,"10th 2,5,8,11",-14.64,All
,Goldman Sachs Group,No,Yes,Finance,FLR,Trad,GS-D,4.000%,$19.94,$0.05,Float,Float,N,BB,Ba1,Float,10/31/2010,NONE,"10th 2,5,8,11",-15.20,All
,Goldman Sachs Group,No,Yes,Finance,FLR,Trad,GS-A,3.750%,$19.97,-$0.04,Float,Float,N,BB,Ba1,Float,4/10/2010,NONE,"10th 2,5,8,11",-15.76,All
,Granite Point Mortgage,Yes,No,mREIT,Fix-Float,Trad,GPMT-A,7.000%,$20.04,-$0.01,8.73%,19.84%,N,NR,NR,$0.44,1/15/2027,NONE,"15th 1,4,7,10",1.02,All
,Great Ajax ,No,No,mREIT,Fix,CONV,AJXA,7.250%,Convert,Convert,Convert,Convert,N,NR,NR,$0.45,4/30/2022,4/30/2024,"15th 1,4,7,10",-3.70,All
,Great Elm Capital,No,No,BDC,Fix,BB,GECCM,6.750%,Redeem,Redeem,Redeem,Redeem,N,NR,NR,$0.42,1/31/2021,1/31/2025,"LD 3,6,9,12",-4.94,All
,Great Elm Capital,No,No,BDC,Fix,BB,GECCN,6.500%,Redeem,Redeem,Redeem,Redeem,N,NR,NR,$0.41,6/30/2021,6/30/2024,"LD 3,6,9,12",-4.53,All
,Great Elm Capital,No,No,BDC,Fix,BB,GECCO,5.875%,$25.00,-$0.01,5.88%,5.88%,N,NR,NR,$0.37,6/30/2023,6/30/2026,"LD 3,6,9,12",-2.53,All
,Great Elm Capital,No,No,BDC,Fix,BB,GECCZ,8.750%,Redeem,Redeem,Redeem,#VALUE!,N,NR,NR,$0.55,9/30/2025,9/30/2028,"LD 3,6,9,12",-0.28,All
,Great Elm Capital,No,No,BDC,Fix,BB,GECCI,8.500%,$25.19,$0.09,8.43%,5.93%,N,NR,NR,$0.53,4/30/2026,4/30/2029,"LD 3,6,9,12",0.30,All
,Great Elm Capital,No,No,BDC,Fix,BB,GECCH,8.125%,$25.18,-$0.03,8.05%,7.32%,N,NR,NR,$0.51,12/31/2026,12/31/2029,"LD 3,6,9,12",0.98,All
,Great Elm Capital,No,No,BDC,Fix,BB,GECCG,7.750%,$25.07,$0.06,7.72%,#DIV/0!,N,NR,NR,$0.48,12/31/2027,12/31/2030,"LD 3,6,9,12",,All
,Great Elm Group,No,No,Other,Fix,BB,GEGGL,7.250%,$24.62,$0.00,7.31%,6.32%,N,NR,NR,$0.45,6/30/2024,6/30/2027,"LD 3,6,9,12",-1.53,All
,Green Brick Partners,Yes,Yes,Other,Fix,Trad,GRBK-A,5.750%,$23.36,-$0.33,6.15%,13.03%,N,NR,NR,$0.36,12/23/2026,NONE,"15th 3,6,9,12",0.95,All
,Greenidge Generation,No,No,Other,Fix,BB,GREEL,8.500%,$20.00,$0.68,10.60%,20.00%,N,NR,NR,$0.53,10/31/2023,10/31/2026,"LD 1,4,7,10",-2.19,All
,Hancock Whitney,No,No,Bank,Fix,BB,HWCPL,5.950%,Redeem,Redeem,Redeem,Redeem,Y,BBB-,Baa3,$0.37,6/15/2020,6/15/2045,"15th 3,6,9,12",-5.57,All
,Hancock Whitney,No,No,Bank,Fix,BB,HWCPZ,6.250%,$23.27,NA,6.70%,-5.44%,Y,BBB-,Baa3,$0.39,6/15/2025,6/15/2060,"15th 3,6,9,12",-0.57,All
,Harrow Health,No,No,Other,Fix,BB,HROWL,8.625%,Redeem,Redeem,Redeem,#VALUE!,N,NR,NR,$0.54,2/1/2026,4/30/2026,"LD 1,4,7,10",0.06,All
,Harrow Health,No,No,Other,Fix,BB,HROWM,11.875%,Redeem,Redeem,Redeem,#VALUE!,N,NR,NR,$0.74,12/31/2024,12/31/2027,"LD 1,4,7,10",-1.02,All
,Hartfold Financial,No,Yes,Insurance,Fix,Trad,HIG-G,6.000%,$25.06,-$0.08,5.99%,6.10%,Y,BBB-,Baa3,$0.38,11/15/2023,NONE,"15th 2,5,8,11",-2.15,All
,Hennessy Advisors,No,No,Asset Mgr,Fix,Trad,HNNAZ,4.875%,$25.00,$0.00,4.88%,0.00%,N,NR,NR,$0.30,12/31/2023,12/31/2026,"LD 3,6,9,12",-2.03,All
,Hercules Capital,No,No,BDC,Fix,BB,HCXY,6.250%,$25.47,$0.00,6.13%,-1.88%,N,NR,NR,$0.39,10/30/2023,10/30/2033,"30th 1,4,7,10",-2.20,All
,Hersha Hospitality Trust,Yes,No,Hotel REIT,Fix,Trad,HT-C,6.875%,Redeem,Redeem,Redeem,Redeem,N,NR,NR,$0.43,3/6/2018,NONE,"15th 1,4,7,10",-7.85,All
,Hersha Hospitality Trust,Yes,No,Hotel REIT,Fix,Trad,HT-D,6.500%,Redeem,Redeem,Redeem,Redeem,N,NR,NR,$0.41,5/31/2021,NONE,"15th 1,4,7,10",-4.61,All
,Hersha Hospitality Trust,Yes,No,Hotel REIT,Fix,Trad,HT-E,6.500%,Redeem,Redeem,Redeem,Redeem,N,NR,NR,$0.41,11/7/2021,NONE,"15th 1,4,7,10",-4.18,All
,Highland Income Fund,Yes,No,CEF,Fix,Trad,HFRO-A,5.375%,$15.99,-$0.01,8.40%,36.04%,Y,NR,A1,$0.34,9/30/2024,NONE,"LD 3,6,9,12",-1.28,All
,Hoegh LNG Partners,Yes,Yes,Shipping,Fix,Trad,HMLP-A,8.750%,Delist,Delist,Delist,Delist,N,NR,NR,$0.55,10/5/2022,NONE,"15th 2,5,8,11",-3.27,All
,Horizon Tech Finance,No,No,BDC,Fix,BB,HTFB,4.875%,$24.97,$0.00,4.81%,4.76%,N,NR,NR,$0.30,3/30/2023,3/30/2026,"15th 3,6,9,12",-2.78,All
,Horizon Tech Finance,No,No,BDC,Fix,BB,HTFC,6.250%,$24.90,$0.01,6.27%,6.01%,N,NR,NR,$0.39,6/15/2024,6/15/2027,"15th 3,6,9,12",-1.57,All
,Hovnanian Enterprise,Yes,Yes,Other,Fix,Trad,HOVNP,7.625%,$20.38,$0.00,9.42%,18.48%,N,CCC,Ca,$0.48,7/12/2010,NONE,"15th 1,4,7,10",-15.51,All
,Hudson Pacific,Yes,No,eREIT,Fix,Trad,HPP-C,4.625%,$15.84,$0.10,7.58%,50.58%,N,B,NR,$0.30,11/16/2026,NONE,"LD 3,6,9,12",0.85,All
,Huntington Bancshares,No,Yes,Bank,Fix,Trad,HBANP,4.500%,$17.45,-$0.02,6.44%,121.26%,Y,BB+,Baa3,$0.28,4/15/2026,NONE,"15th 1,4,7,10",0.26,All
,Huntington Bancshares,No,Yes,Bank,Fix,Trad,HBANM,5.700%,$22.42,-$0.08,6.36%,10.32%,N,BB+,Baa3,$0.36,12/1/2022,NONE,"1st 3,6,9,12",-3.11,All
,Huntington Bancshares,No,Yes,Bank,FRR,Trad,HBANL,6.875%,$25.31,-$0.04,6.80%,6.25%,Y,BB+,Baa3,$0.43,4/15/2028,NONE,"15th 1,4,7,10",2.27,All
,Hyperscale Data,Yes,Yes,Other,Fix,Trad,GPUS-D,13.000%,$24.43,$2.03,13.26%,2.28%,N,NR,NR,$0.27,Anytime,None,LD Month,,All
,Imperial Petroleum,Yes,No,Other,Fix,Trad,IMPPP,8.750%,$25.76,$0.00,8.54%,-3.04%,N,NR,NR,$0.55,6/30/2022,NONE,"30th 3,6,9,12",-3.53,All
